date,Jetblue,Motel6,Jetblue_pred,Motel6_pred
2021-09-07 00:00:00 UTC,71840,32465,,
2021-09-08 00:00:00 UTC,51312,39265,,
2021-09-09 00:00:00 UTC,58493,82633,,
2021-09-10 00:00:00 UTC,42825,48700,,
2021-09-11 00:00:00 UTC,30653,63076,,
2021-09-12 00:00:00 UTC,35180,98121,,
2021-09-13 00:00:00 UTC,54494,52772,,
2021-09-14 00:00:00 UTC,64328,85985,,
2021-09-15 00:00:00 UTC,62651,92038,,
2021-09-16 00:00:00 UTC,65999,46734,,
2021-09-17 00:00:00 UTC,58394,20538,,
2021-09-18 00:00:00 UTC,39450,97047,,
2021-09-19 00:00:00 UTC,44816,74497,,
2021-09-20 00:00:00 UTC,74681,65267,,
2021-09-21 00:00:00 UTC,70059,21638,,
2021-09-22 00:00:00 UTC,64698,95960,,
2021-09-23 00:00:00 UTC,67638,65158,,
2021-09-24 00:00:00 UTC,56749,75963,,
2021-09-25 00:00:00 UTC,39109,40388,,
2021-09-26 00:00:00 UTC,45320,97833,,
2021-09-27 00:00:00 UTC,77079,60827,,
2021-09-28 00:00:00 UTC,79455,27685,,
2021-09-29 00:00:00 UTC,64171,67357,,
2021-09-30 00:00:00 UTC,48397,100471,,
2021-10-01 00:00:00 UTC,57372,90636,,
2021-10-02 00:00:00 UTC,37715,27353,,
2021-10-03 00:00:00 UTC,49321,18547,,
2021-10-04 00:00:00 UTC,84853,68152,,
2021-10-05 00:00:00 UTC,92931,99254,,
2021-10-06 00:00:00 UTC,69390,85277,,
2021-10-07 00:00:00 UTC,76803,17240,,
2021-10-08 00:00:00 UTC,57668,91396,,
2021-10-09 00:00:00 UTC,41473,52576,,
2021-10-10 00:00:00 UTC,48996,63167,,
2021-10-11 00:00:00 UTC,74605,26306,,
2021-10-12 00:00:00 UTC,79990,25228,,
2021-10-13 00:00:00 UTC,73179,72311,,
2021-10-14 00:00:00 UTC,63861,83421,,
2021-10-15 00:00:00 UTC,48691,69667,,
2021-10-16 00:00:00 UTC,33601,83538,,
2021-10-17 00:00:00 UTC,40007,22677,,
2021-10-18 00:00:00 UTC,59500,46312,,
2021-10-19 00:00:00 UTC,56996,18060,,
2021-10-20 00:00:00 UTC,53053,49368,,
2021-10-21 00:00:00 UTC,49756,50919,,
2021-10-22 00:00:00 UTC,43525,79026,,
2021-10-23 00:00:00 UTC,29924,61262,,
2021-10-24 00:00:00 UTC,34380,70919,,
2021-10-25 00:00:00 UTC,59180,69625,,
2021-10-26 00:00:00 UTC,59702,19806,,
2021-10-27 00:00:00 UTC,59865,35179,,
2021-10-28 00:00:00 UTC,51384,32312,,
2021-10-29 00:00:00 UTC,46531,62103,,
2021-10-30 00:00:00 UTC,31708,98158,,
2021-10-31 00:00:00 UTC,36619,31074,,
2021-11-01 00:00:00 UTC,57523,55150,,
2021-11-02 00:00:00 UTC,55153,90264,,
2021-11-03 00:00:00 UTC,56308,45860,,
2021-11-04 00:00:00 UTC,50987,58034,,
2021-11-05 00:00:00 UTC,43580,65547,,
2021-11-06 00:00:00 UTC,30168,82900,,
2021-11-07 00:00:00 UTC,35490,76139,,
2021-11-08 00:00:00 UTC,56990,90125,,
2021-11-09 00:00:00 UTC,59063,65264,,
2021-11-10 00:00:00 UTC,56045,54586,,
2021-11-11 00:00:00 UTC,50445,60716,,
2021-11-12 00:00:00 UTC,46143,91911,,
2021-11-13 00:00:00 UTC,32594,84521,,
2021-11-14 00:00:00 UTC,37750,95908,,
2021-11-15 00:00:00 UTC,60392,38378,,
2021-11-16 00:00:00 UTC,62492,93350,,
2021-11-17 00:00:00 UTC,59768,88623,,
2021-11-18 00:00:00 UTC,54967,97000,,
2021-11-19 00:00:00 UTC,48202,88434,,
2021-11-20 00:00:00 UTC,33854,100183,,
2021-11-21 00:00:00 UTC,38934,96567,,
2021-11-22 00:00:00 UTC,58917,94961,,
2021-11-23 00:00:00 UTC,50366,38480,,
2021-11-24 00:00:00 UTC,41231,45873,,
2021-11-25 00:00:00 UTC,22653,25983,,
2021-11-26 00:00:00 UTC,35652,82298,,
2021-11-27 00:00:00 UTC,31589,79597,,
2021-11-28 00:00:00 UTC,35670,95833,,
2021-11-29 00:00:00 UTC,92014,91439,,
2021-11-30 00:00:00 UTC,91487,85922,,
2021-12-01 00:00:00 UTC,61234,65885,,
2021-12-02 00:00:00 UTC,50255,43117,,
2021-12-03 00:00:00 UTC,44429,55179,,
2021-12-04 00:00:00 UTC,30811,25127,,
2021-12-05 00:00:00 UTC,36758,79862,,
2021-12-06 00:00:00 UTC,56440,26490,,
2021-12-07 00:00:00 UTC,52567,67252,,
2021-12-08 00:00:00 UTC,59598,47970,,
2021-12-09 00:00:00 UTC,58882,62038,,
2021-12-10 00:00:00 UTC,47954,86778,,
2021-12-11 00:00:00 UTC,37694,74318,,
2021-12-12 00:00:00 UTC,44387,25339,,
2021-12-13 00:00:00 UTC,62720,94475,,
2021-12-14 00:00:00 UTC,66403,99868,,
2021-12-15 00:00:00 UTC,64034,52299,,
2021-12-16 00:00:00 UTC,64348,63950,,
2021-12-17 00:00:00 UTC,55447,97751,,
2021-12-18 00:00:00 UTC,45839,45759,,
2021-12-19 00:00:00 UTC,51315,99572,,
2021-12-20 00:00:00 UTC,73842,49497,,
2021-12-21 00:00:00 UTC,65611,51864,,
2021-12-22 00:00:00 UTC,62034,70179,,
2021-12-23 00:00:00 UTC,61082,87831,,
2021-12-24 00:00:00 UTC,42554,41870,,
2021-12-25 00:00:00 UTC,32268,27986,,
2021-12-26 00:00:00 UTC,50260,32441,,
2021-12-27 00:00:00 UTC,69659,38313,,
2021-12-28 00:00:00 UTC,68136,32808,,
2021-12-29 00:00:00 UTC,71679,83109,,
2021-12-30 00:00:00 UTC,69180,90072,,
2021-12-31 00:00:00 UTC,46640,17445,,
2022-01-01 00:00:00 UTC,44865,18687,,
2022-01-02 00:00:00 UTC,55077,69782,,
2022-01-03 00:00:00 UTC,75931,50134,,
2022-01-04 00:00:00 UTC,77557,23879,,
2022-01-05 00:00:00 UTC,73095,42660,,
2022-01-06 00:00:00 UTC,69172,100337,,
2022-01-07 00:00:00 UTC,60372,97672,,
2022-01-08 00:00:00 UTC,44932,44984,,
2022-01-09 00:00:00 UTC,49795,90403,,
2022-01-10 00:00:00 UTC,66286,74641,,
2022-01-11 00:00:00 UTC,75579,51945,,
2022-01-12 00:00:00 UTC,69863,22440,,
2022-01-13 00:00:00 UTC,64834,34244,,
2022-01-14 00:00:00 UTC,54431,44652,,
2022-01-15 00:00:00 UTC,41857,65801,,
2022-01-16 00:00:00 UTC,45638,21814,,
2022-01-17 00:00:00 UTC,58842,97758,,
2022-01-18 00:00:00 UTC,63820,77433,,
2022-01-19 00:00:00 UTC,57352,50440,,
2022-01-20 00:00:00 UTC,60281,99210,,
2022-01-21 00:00:00 UTC,51359,99032,,
2022-01-22 00:00:00 UTC,35618,32266,,
2022-01-23 00:00:00 UTC,46711,71344,,
2022-01-24 00:00:00 UTC,66303,71026,,
2022-01-25 00:00:00 UTC,76543,61379,,
2022-01-26 00:00:00 UTC,73890,23740,,
2022-01-27 00:00:00 UTC,65973,41818,,
2022-01-28 00:00:00 UTC,60389,95061,,
2022-01-29 00:00:00 UTC,52338,56579,,
2022-01-30 00:00:00 UTC,51646,22062,,
2022-01-31 00:00:00 UTC,69009,17313,,
2022-02-01 00:00:00 UTC,68941,78180,,
2022-02-02 00:00:00 UTC,69313,81737,,
2022-02-03 00:00:00 UTC,69403,32154,,
2022-02-04 00:00:00 UTC,55934,87628,,
2022-02-05 00:00:00 UTC,45500,49890,,
2022-02-06 00:00:00 UTC,53688,35141,,
2022-02-07 00:00:00 UTC,90848,97458,,
2022-02-08 00:00:00 UTC,80949,98604,,
2022-02-09 00:00:00 UTC,74247,80437,,
2022-02-10 00:00:00 UTC,69011,95935,,
2022-02-11 00:00:00 UTC,67673,19705,,
2022-02-12 00:00:00 UTC,41079,75120,,
2022-02-13 00:00:00 UTC,49526,95246,,
2022-02-14 00:00:00 UTC,68250,85820,,
2022-02-15 00:00:00 UTC,79098,64413,,
2022-02-16 00:00:00 UTC,78240,37747,,
2022-02-17 00:00:00 UTC,74524,22685,,
2022-02-18 00:00:00 UTC,66053,52519,,
2022-02-19 00:00:00 UTC,53993,87946,,
2022-02-20 00:00:00 UTC,58916,84880,,
2022-02-21 00:00:00 UTC,80528,53041,,
2022-02-22 00:00:00 UTC,86094,57577,,
2022-02-23 00:00:00 UTC,85147,53668,,
2022-02-24 00:00:00 UTC,85953,53453,,
2022-02-25 00:00:00 UTC,72199,83046,,
2022-02-26 00:00:00 UTC,52446,80173,,
2022-02-27 00:00:00 UTC,61059,68268,,
2022-02-28 00:00:00 UTC,84130,58333,,
2022-03-01 00:00:00 UTC,85731,30123,,
2022-03-02 00:00:00 UTC,84977,78179,,
2022-03-03 00:00:00 UTC,80336,22612,,
2022-03-04 00:00:00 UTC,70290,58320,,
2022-03-05 00:00:00 UTC,53903,47509,,
2022-03-06 00:00:00 UTC,58831,47712,,
2022-03-07 00:00:00 UTC,84807,60208,,
2022-03-08 00:00:00 UTC,89542,83089,,
2022-03-09 00:00:00 UTC,90590,65480,,
2022-03-10 00:00:00 UTC,82242,33244,,
2022-03-11 00:00:00 UTC,80146,26851,,
2022-03-12 00:00:00 UTC,61842,96602,,
2022-03-13 00:00:00 UTC,63221,95362,,
2022-03-14 00:00:00 UTC,83879,93046,,
2022-03-15 00:00:00 UTC,89094,72668,,
2022-03-16 00:00:00 UTC,82396,32990,,
2022-03-17 00:00:00 UTC,75473,38080,,
2022-03-18 00:00:00 UTC,66586,79124,,
2022-03-19 00:00:00 UTC,50746,41911,,
2022-03-20 00:00:00 UTC,57037,23216,,
2022-03-21 00:00:00 UTC,84296,75820,,
2022-03-22 00:00:00 UTC,82061,32631,,
2022-03-23 00:00:00 UTC,79578,82931,,
2022-03-24 00:00:00 UTC,74119,68979,,
2022-03-25 00:00:00 UTC,65884,20051,,
2022-03-26 00:00:00 UTC,49760,48313,,
2022-03-27 00:00:00 UTC,54811,65260,,
2022-03-28 00:00:00 UTC,71353,17501,,
2022-03-29 00:00:00 UTC,79762,87265,,
2022-03-30 00:00:00 UTC,80267,84532,,
2022-03-31 00:00:00 UTC,76664,20845,,
2022-04-01 00:00:00 UTC,66791,54927,,
2022-04-02 00:00:00 UTC,55434,85074,,
2022-04-03 00:00:00 UTC,58270,58379,,
2022-04-04 00:00:00 UTC,97925,22344,,
2022-04-05 00:00:00 UTC,87755,31268,,
2022-04-06 00:00:00 UTC,86116,73674,,
2022-04-07 00:00:00 UTC,45740,18088,,
2022-04-08 00:00:00 UTC,69995,16343,,
2022-04-09 00:00:00 UTC,54962,28622,,
2022-04-10 00:00:00 UTC,56959,17611,,
2022-04-11 00:00:00 UTC,85768,91393,,
2022-04-12 00:00:00 UTC,84237,56628,,
2022-04-13 00:00:00 UTC,82991,60819,,
2022-04-14 00:00:00 UTC,71982,98153,,
2022-04-15 00:00:00 UTC,51437,50665,,
2022-04-16 00:00:00 UTC,39498,60489,,
2022-04-17 00:00:00 UTC,40506,55336,,
2022-04-18 00:00:00 UTC,67818,35060,,
2022-04-19 00:00:00 UTC,71828,83212,,
2022-04-20 00:00:00 UTC,68242,90519,,
2022-04-21 00:00:00 UTC,62051,35121,,
2022-04-22 00:00:00 UTC,56272,17232,,
2022-04-23 00:00:00 UTC,40073,91195,,
2022-04-24 00:00:00 UTC,46969,31927,,
2022-04-25 00:00:00 UTC,72840,60150,,
2022-04-26 00:00:00 UTC,75064,100210,,
2022-04-27 00:00:00 UTC,68804,29151,,
2022-04-28 00:00:00 UTC,58900,30280,,
2022-04-29 00:00:00 UTC,58533,42215,,
2022-04-30 00:00:00 UTC,42109,50110,,
2022-05-01 00:00:00 UTC,46718,82255,,
2022-05-02 00:00:00 UTC,69345,62865,,
2022-05-03 00:00:00 UTC,71435,62928,,
2022-05-04 00:00:00 UTC,70288,82450,,
2022-05-05 00:00:00 UTC,62891,71833,,
2022-05-06 00:00:00 UTC,55838,79151,,
2022-05-07 00:00:00 UTC,41003,99460,,
2022-05-08 00:00:00 UTC,43060,50985,,
2022-05-09 00:00:00 UTC,68830,91162,,
2022-05-10 00:00:00 UTC,67519,91532,,
2022-05-11 00:00:00 UTC,63294,59671,,
2022-05-12 00:00:00 UTC,61732,61383,,
2022-05-13 00:00:00 UTC,54732,74536,,
2022-05-14 00:00:00 UTC,38709,87358,,
2022-05-15 00:00:00 UTC,44525,71528,,
2022-05-16 00:00:00 UTC,72129,48914,,
2022-05-17 00:00:00 UTC,77819,49214,,
2022-05-18 00:00:00 UTC,71580,26159,,
2022-05-19 00:00:00 UTC,66953,46205,,
2022-05-20 00:00:00 UTC,62825,32345,,
2022-05-21 00:00:00 UTC,43880,59898,,
2022-05-22 00:00:00 UTC,51986,20989,,
2022-05-23 00:00:00 UTC,73505,35712,,
2022-05-24 00:00:00 UTC,78003,32004,,
2022-05-25 00:00:00 UTC,83880,71112,,
2022-05-26 00:00:00 UTC,73915,62069,,
2022-05-27 00:00:00 UTC,62253,38491,,
2022-05-28 00:00:00 UTC,45208,25647,,
2022-05-29 00:00:00 UTC,41037,17182,,
2022-05-30 00:00:00 UTC,55074,99615,,
2022-05-31 00:00:00 UTC,77866,25378,,
2022-06-01 00:00:00 UTC,75381,83092,,
2022-06-02 00:00:00 UTC,81673,65049,,
2022-06-03 00:00:00 UTC,69568,64866,,
2022-06-04 00:00:00 UTC,49640,66126,,
2022-06-05 00:00:00 UTC,53755,100298,,
2022-06-06 00:00:00 UTC,78185,70654,,
2022-06-07 00:00:00 UTC,81176,92858,,
2022-06-08 00:00:00 UTC,77264,69491,,
2022-06-09 00:00:00 UTC,77490,17543,,
2022-06-10 00:00:00 UTC,64107,39083,,
2022-06-11 00:00:00 UTC,52270,93382,,
2022-06-12 00:00:00 UTC,64123,94547,,
2022-06-13 00:00:00 UTC,79091,82309,,
2022-06-14 00:00:00 UTC,83499,89680,,
2022-06-15 00:00:00 UTC,76461,87021,,
2022-06-16 00:00:00 UTC,74426,46742,,
2022-06-17 00:00:00 UTC,66797,60551,,
2022-06-18 00:00:00 UTC,52548,48617,,
2022-06-19 00:00:00 UTC,54258,61521,,
2022-06-20 00:00:00 UTC,80891,88286,,
2022-06-21 00:00:00 UTC,83811,84910,,
2022-06-22 00:00:00 UTC,81427,90262,,
2022-06-23 00:00:00 UTC,67053,69168,,
2022-06-24 00:00:00 UTC,64350,27879,,
2022-06-25 00:00:00 UTC,49753,54200,,
2022-06-26 00:00:00 UTC,57474,79671,,
2022-06-27 00:00:00 UTC,85486,72656,,
2022-06-28 00:00:00 UTC,79811,33003,,
2022-06-29 00:00:00 UTC,73607,62928,,
2022-06-30 00:00:00 UTC,69439,37357,,
2022-07-01 00:00:00 UTC,63961,35282,,
2022-07-02 00:00:00 UTC,49148,64452,,
2022-07-03 00:00:00 UTC,42680,75665,,
2022-07-04 00:00:00 UTC,49885,99223,,
2022-07-05 00:00:00 UTC,78177,89301,,
2022-07-06 00:00:00 UTC,76840,18950,,
2022-07-07 00:00:00 UTC,71752,73828,,
2022-07-08 00:00:00 UTC,65956,75979,,
2022-07-09 00:00:00 UTC,48437,100393,,
2022-07-10 00:00:00 UTC,54589,94770,,
2022-07-11 00:00:00 UTC,76668,50688,,
2022-07-12 00:00:00 UTC,78373,69552,,
2022-07-13 00:00:00 UTC,75912,41890,,
2022-07-14 00:00:00 UTC,68425,23261,,
2022-07-15 00:00:00 UTC,58972,28878,,
2022-07-16 00:00:00 UTC,49024,21568,,
2022-07-17 00:00:00 UTC,39195,48883,,
2022-07-18 00:00:00 UTC,80590,81899,,
2022-07-19 00:00:00 UTC,71044,72372,,
2022-07-20 00:00:00 UTC,65347,91830,,
2022-07-21 00:00:00 UTC,68400,91614,,
2022-07-22 00:00:00 UTC,61836,97607,,
2022-07-23 00:00:00 UTC,39493,45780,,
2022-07-24 00:00:00 UTC,55736,26169,,
2022-07-25 00:00:00 UTC,77967,54372,,
2022-07-26 00:00:00 UTC,79638,81184,,
2022-07-27 00:00:00 UTC,74596,58515,,
2022-07-28 00:00:00 UTC,75674,73620,,
2022-07-29 00:00:00 UTC,65108,84752,,
2022-07-30 00:00:00 UTC,48524,45320,,
2022-07-31 00:00:00 UTC,57634,46821,,
2022-08-01 00:00:00 UTC,79251,99353,,
2022-08-02 00:00:00 UTC,92379,60733,,
2022-08-03 00:00:00 UTC,93797,93419,,
2022-08-04 00:00:00 UTC,78237,67342,,
2022-08-05 00:00:00 UTC,72653,82120,,
2022-08-06 00:00:00 UTC,52871,21258,,
2022-08-07 00:00:00 UTC,60129,18837,,
2022-08-08 00:00:00 UTC,82367,68377,,
2022-08-09 00:00:00 UTC,85531,38693,,
2022-08-10 00:00:00 UTC,78583,28321,,
2022-08-11 00:00:00 UTC,72718,17813,,
2022-08-12 00:00:00 UTC,62585,17324,,
2022-08-13 00:00:00 UTC,43753,36543,,
2022-08-14 00:00:00 UTC,56612,96526,,
2022-08-15 00:00:00 UTC,79109,64467,,
2022-08-16 00:00:00 UTC,79696,86023,,
2022-08-17 00:00:00 UTC,75477,47790,,
2022-08-18 00:00:00 UTC,69463,62156,,
2022-08-19 00:00:00 UTC,63221,18649,,
2022-08-20 00:00:00 UTC,49703,74661,,
2022-08-21 00:00:00 UTC,56546,18483,,
2022-08-22 00:00:00 UTC,82600,70471,,
2022-08-23 00:00:00 UTC,89394,63097,,
2022-08-24 00:00:00 UTC,81657,71319,,
2022-08-25 00:00:00 UTC,72221,100404,,
2022-08-26 00:00:00 UTC,68848,23381,,
2022-08-27 00:00:00 UTC,48528,21802,,
2022-08-28 00:00:00 UTC,56054,71557,,
2022-08-29 00:00:00 UTC,83190,88131,,
2022-08-30 00:00:00 UTC,90279,75414,,
2022-08-31 00:00:00 UTC,79549,96231,,
2022-09-01 00:00:00 UTC,73233,27775,,
2022-09-02 00:00:00 UTC,65140,51387,,
2022-09-03 00:00:00 UTC,46269,42543,,
2022-09-04 00:00:00 UTC,47304,67857,,
2022-09-05 00:00:00 UTC,67565,18542,,
2022-09-06 00:00:00 UTC,84989,23710,,
2022-09-07 00:00:00 UTC,78567,33828,,
2022-09-08 00:00:00 UTC,69288,92769,,
2022-09-09 00:00:00 UTC,66597,57537,,
2022-09-10 00:00:00 UTC,48935,92243,,
2022-09-11 00:00:00 UTC,61189,71786,,
2022-09-12 00:00:00 UTC,89462,29204,,
2022-09-13 00:00:00 UTC,100623,39953,,
2022-09-14 00:00:00 UTC,91481,66227,,
2022-09-15 00:00:00 UTC,89501,18943,,
2022-09-16 00:00:00 UTC,69294,80993,,
2022-09-17 00:00:00 UTC,50067,56950,,
2022-09-18 00:00:00 UTC,58393,42118,,
2022-09-19 00:00:00 UTC,80294,57000,,
2022-09-20 00:00:00 UTC,84638,25013,,
2022-09-21 00:00:00 UTC,79267,99519,,
2022-09-22 00:00:00 UTC,75703,60708,,
2022-09-23 00:00:00 UTC,67225,81097,,
2022-09-24 00:00:00 UTC,50782,73857,,
2022-09-25 00:00:00 UTC,58630,61229,,
2022-09-26 00:00:00 UTC,92222,82531,,
2022-09-27 00:00:00 UTC,98149,16393,,
2022-09-28 00:00:00 UTC,84636,60135,,
2022-09-29 00:00:00 UTC,83374,67074,,
2022-09-30 00:00:00 UTC,77189,29507,,
2022-10-01 00:00:00 UTC,60518,64562,,
2022-10-02 00:00:00 UTC,65708,45388,,
2022-10-03 00:00:00 UTC,87827,44397,,
2022-10-04 00:00:00 UTC,88825,45914,,
2022-10-05 00:00:00 UTC,84301,89844,,
2022-10-06 00:00:00 UTC,45052,30404,,
2022-10-07 00:00:00 UTC,31152,68289,,
2022-10-08 00:00:00 UTC,24902,70561,,
2022-10-09 00:00:00 UTC,28504,65628,,
2022-10-10 00:00:00 UTC,36140,50231,,
2022-10-11 00:00:00 UTC,43878,92085,,
2022-10-12 00:00:00 UTC,42197,87552,,
2022-10-13 00:00:00 UTC,39990,67373,,
2022-10-14 00:00:00 UTC,31872,18917,,
2022-10-15 00:00:00 UTC,24532,53163,,
2022-10-16 00:00:00 UTC,29381,81732,,
2022-10-17 00:00:00 UTC,34526,41774,,
2022-10-18 00:00:00 UTC,37768,54399,,
2022-10-19 00:00:00 UTC,34693,21766,,
2022-10-20 00:00:00 UTC,32100,38044,,
2022-10-21 00:00:00 UTC,27639,50620,,
2022-10-22 00:00:00 UTC,22534,70757,,
2022-10-23 00:00:00 UTC,27896,36677,,
2022-10-24 00:00:00 UTC,34830,68343,,
2022-10-25 00:00:00 UTC,45373,90577,,
2022-10-26 00:00:00 UTC,45384,46727,,
2022-10-27 00:00:00 UTC,41470,29643,,
2022-10-28 00:00:00 UTC,28184,79456,,
2022-10-29 00:00:00 UTC,22136,100434,,
2022-10-30 00:00:00 UTC,26173,49075,,
2022-10-31 00:00:00 UTC,30516,95214,,
2022-11-01 00:00:00 UTC,37445,62456,,
2022-11-02 00:00:00 UTC,36456,64201,,
2022-11-03 00:00:00 UTC,33552,78055,,
2022-11-04 00:00:00 UTC,29811,40534,,
2022-11-05 00:00:00 UTC,24359,37472,,
2022-11-06 00:00:00 UTC,30631,66580,,
2022-11-07 00:00:00 UTC,35315,80956,,
2022-11-08 00:00:00 UTC,36815,85438,,
2022-11-09 00:00:00 UTC,35485,62042,,
2022-11-10 00:00:00 UTC,33581,47903,,
2022-11-11 00:00:00 UTC,29064,69935,,
2022-11-12 00:00:00 UTC,22591,59867,,
2022-11-13 00:00:00 UTC,27145,100033,,
2022-11-14 00:00:00 UTC,33790,94232,,
2022-11-15 00:00:00 UTC,38114,38718,,
2022-11-16 00:00:00 UTC,40223,22548,,
2022-11-17 00:00:00 UTC,37598,79384,,
2022-11-18 00:00:00 UTC,36945,79167,,
2022-11-19 00:00:00 UTC,24996,93060,,
2022-11-20 00:00:00 UTC,28442,64495,,
2022-11-21 00:00:00 UTC,30662,73098,,
2022-11-22 00:00:00 UTC,31066,79770,,
2022-11-23 00:00:00 UTC,26092,62022,,
2022-11-24 00:00:00 UTC,19600,41976,,
2022-11-25 00:00:00 UTC,29967,79193,,
2022-11-26 00:00:00 UTC,25216,54069,,
2022-11-27 00:00:00 UTC,31006,24288,,
2022-11-28 00:00:00 UTC,45175,61166,,
2022-11-29 00:00:00 UTC,65720,78629,,
2022-11-30 00:00:00 UTC,48803,37908,,
2022-12-01 00:00:00 UTC,,,24081,97680
2022-12-02 00:00:00 UTC,,,26487,72662
2022-12-03 00:00:00 UTC,,,22566,50426
2022-12-04 00:00:00 UTC,,,26491,71965
2022-12-05 00:00:00 UTC,,,29437,68771
2022-12-06 00:00:00 UTC,,,32863,49081
2022-12-07 00:00:00 UTC,,,31433,70549
2022-12-08 00:00:00 UTC,,,29000,94466
2022-12-09 00:00:00 UTC,,,24949,80908
2022-12-10 00:00:00 UTC,,,19937,38129
2022-12-11 00:00:00 UTC,,,26382,53832
2022-12-12 00:00:00 UTC,,,29933,92433
2022-12-13 00:00:00 UTC,,,35702,29604
2022-12-14 00:00:00 UTC,,,32876,64050
2022-12-15 00:00:00 UTC,,,32410,71686
2022-12-16 00:00:00 UTC,,,26255,64918
2022-12-17 00:00:00 UTC,,,21188,30752
2022-12-18 00:00:00 UTC,,,22346,55279
2022-12-19 00:00:00 UTC,,,27279,52150
2022-12-20 00:00:00 UTC,,,31279,51070
2022-12-21 00:00:00 UTC,,,28455,17797
2022-12-22 00:00:00 UTC,,,23568,72688
2022-12-23 00:00:00 UTC,,,20181,43629
2022-12-24 00:00:00 UTC,,,16336,53823
2022-12-25 00:00:00 UTC,,,16924,60453
2022-12-26 00:00:00 UTC,,,27166,71823
2022-12-27 00:00:00 UTC,,,33638,71871
2022-12-28 00:00:00 UTC,,,28311,28698
2022-12-29 00:00:00 UTC,,,25323,20264
2022-12-30 00:00:00 UTC,,,22649,22659
2022-12-31 00:00:00 UTC,,,18351,25710
2023-01-01 00:00:00 UTC,,,21745,71426
2023-01-02 00:00:00 UTC,,,30032,43549
2023-01-03 00:00:00 UTC,,,36609,84154
2023-01-04 00:00:00 UTC,,,40293,52435
2023-01-05 00:00:00 UTC,,,37164,43483
2023-01-06 00:00:00 UTC,,,33461,87315
2023-01-07 00:00:00 UTC,,,27121,21132
2023-01-08 00:00:00 UTC,,,30805,89503
2023-01-09 00:00:00 UTC,,,36921,50892
2023-01-10 00:00:00 UTC,,,40557,22336
2023-01-11 00:00:00 UTC,,,40736,19120
2023-01-12 00:00:00 UTC,,,31856,78661
2023-01-13 00:00:00 UTC,,,28741,98094
2023-01-14 00:00:00 UTC,,,24010,73807
2023-01-15 00:00:00 UTC,,,25495,77220
2023-01-16 00:00:00 UTC,,,31343,87451
2023-01-17 00:00:00 UTC,,,35208,98234
2023-01-18 00:00:00 UTC,,,32889,85790
2023-01-19 00:00:00 UTC,,,29962,39166
2023-01-20 00:00:00 UTC,,,27428,100366
2023-01-21 00:00:00 UTC,,,22608,49011
2023-01-22 00:00:00 UTC,,,26745,16393
2023-01-23 00:00:00 UTC,,,30664,70980
2023-01-24 00:00:00 UTC,,,33660,70928
2023-01-25 00:00:00 UTC,,,31409,17721
2023-01-26 00:00:00 UTC,,,29139,38062
2023-01-27 00:00:00 UTC,,,25228,79410
2023-01-28 00:00:00 UTC,,,21371,36753
2023-01-29 00:00:00 UTC,,,26067,43168
2023-01-30 00:00:00 UTC,,,29336,20899
2023-01-31 00:00:00 UTC,,,33309,37672
2023-02-01 00:00:00 UTC,,,31996,41546
2023-02-02 00:00:00 UTC,,,30335,76532
2023-02-03 00:00:00 UTC,,,26598,58103
2023-02-04 00:00:00 UTC,,,23570,92716
2023-02-05 00:00:00 UTC,,,26963,59082
2023-02-06 00:00:00 UTC,,,36227,70209
2023-02-07 00:00:00 UTC,,,34660,99445
2023-02-08 00:00:00 UTC,,,32628,52578
2023-02-09 00:00:00 UTC,,,29340,93892
2023-02-10 00:00:00 UTC,,,30506,41143
2023-02-11 00:00:00 UTC,,,22345,68181
2023-02-12 00:00:00 UTC,,,22879,94558
2023-02-13 00:00:00 UTC,,,27324,32668
2023-02-14 00:00:00 UTC,,,28258,49897
2023-02-15 00:00:00 UTC,,,30755,56641
2023-02-16 00:00:00 UTC,,,28930,40001
2023-02-17 00:00:00 UTC,,,25968,59511
2023-02-18 00:00:00 UTC,,,20868,76942
2023-02-19 00:00:00 UTC,,,23553,48211
2023-02-20 00:00:00 UTC,,,28098,16797
2023-02-21 00:00:00 UTC,,,32156,87527
2023-02-22 00:00:00 UTC,,,30811,85022
2023-02-23 00:00:00 UTC,,,28348,52498
2023-02-24 00:00:00 UTC,,,25694,77958
2023-02-25 00:00:00 UTC,,,21677,86931
2023-02-26 00:00:00 UTC,,,25884,43023
2023-02-27 00:00:00 UTC,,,29962,40432
2023-02-28 00:00:00 UTC,,,36107,18029
2023-03-01 00:00:00 UTC,,,32279,26357
2023-03-02 00:00:00 UTC,,,29911,29440
2023-03-03 00:00:00 UTC,,,26759,29365
2023-03-04 00:00:00 UTC,,,22472,25234
2023-03-05 00:00:00 UTC,,,22961,23215
2023-03-06 00:00:00 UTC,,,27983,23988
2023-03-07 00:00:00 UTC,,,30981,29803
2023-03-08 00:00:00 UTC,,,32004,22610
2023-03-09 00:00:00 UTC,,,29519,23298
2023-03-10 00:00:00 UTC,,,27028,29186
2023-03-11 00:00:00 UTC,,,23040,23965
2023-03-12 00:00:00 UTC,,,24762,25282
2023-03-13 00:00:00 UTC,,,27950,23998
2023-03-14 00:00:00 UTC,,,30665,28395
2023-03-15 00:00:00 UTC,,,30905,28142
2023-03-16 00:00:00 UTC,,,29187,28705
2023-03-17 00:00:00 UTC,,,26944,23185
2023-03-18 00:00:00 UTC,,,23468,28191
